ProDataCSV

Title: 

Remarks:
#User: spc_user
#Date: 2019/11/12
#Instrument: 
#DetectorType: 
#HV (CDDC channel): 999.985 v
#Time per point: 0.5 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm
#Temperature: ---- C
Time Stamp : 2019/11/12 11:27:21
The data was saved to file : C:\Users\Osvaldo\Buffer_Pkng_WT_12.11.2019.csv.


Last Modified: Tue Nov 12 11:27:39 2019 by unknown.

Options:

Available Dimensions:,1
Wavelength,Wavelength: 180nm - 290nm,Step Size: 1nm,Bandwidth: 1nm

Available Properties: ,1
CircularDichroism,

Data:

Wavelength,
CircularDichroism
290,-0.261155
289,-0.5001
288,-0.427557
287,-0.312277
286,-0.365398
285,-0.300184
284,-0.194984
283,-0.343004
282,-0.329585
281,-0.318315
280,-0.249924
279,-0.358935
278,-0.265778
277,-0.314035
276,-0.460862
275,-0.335467
274,-0.233464
273,-0.453382
272,-0.288454
271,-0.366324
270,-0.403422
269,-0.404038
268,-0.397536
267,-0.486453
266,-0.391969
265,-0.53368
264,-0.71262
263,-0.413227
262,-0.635952
261,-0.760986
260,-0.582485
259,-0.459829
258,-0.586866
257,-0.513355
256,-0.506081
255,-0.55915
254,-0.493103
253,-0.52649
252,-0.545451
251,-0.537332
250,-0.399834
249,-0.50861
248,-0.584362
247,-0.517434
246,-0.677756
245,-0.68622
244,-0.639639
243,-0.563142
242,-0.85415
241,-0.694366
240,-1.02674
239,-0.708626
238,-0.951026
237,-0.813584
236,-0.638684
235,-0.655197
234,-0.910522
233,-1.00227
232,-0.811115
231,-0.993613
230,-0.692512
229,-0.643023
228,-1.12279
227,-0.918023
226,-0.754078
225,-0.791677
224,-0.813336
223,-0.873743
222,-1.05016
221,-1.03469
220,-0.863445
219,-0.698741
218,-0.814844
217,-0.824412
216,-0.925716
215,-0.80478
214,-0.510206
213,-0.815417
212,-0.83787
211,-0.680919
210,-0.908233
209,-0.708486
208,-0.742454
207,-0.636587
206,-0.948326
205,-1.14764
204,-0.846916
203,-0.679623
202,-0.607678
201,-0.826328
200,0.125053
199,-0.490063
198,-1.99379
197,-1.47103
196,6.41807
195,1.45195
194,35.6504
193,20.01
192,-24.4091
191,6.84603
190,30.4036
189,29.6671
188,-17.4084
187,59.5814
186,26.8043
185,-2.8905
184,32.92
183,-16.9525
182,44.4426
181,25.7136
180,28.3792


History: 
User : spc_user
Version : Chirascan v.4.7.0.194 Build : Jan 23 2019 14:29:50
DataStore created and initialized for data acquisition.
Time Stamp : Tue Nov 12 11:25:09 2019

----------------------------------------------------

User : spc_user
Version : Chirascan v.4.7.0.194 Build : Jan 23 2019 14:29:50
The data was saved to file : C:\Users\Osvaldo\Buffer_Pkng_WT_12.11.2019.dsx.
Time Stamp : Tue Nov 12 11:27:19 2019

----------------------------------------------------

User : spc_user
Version : Chirascan v.4.7.0.194 Build : Jan 23 2019 14:29:50
DataStore created and initialized for data acquisition.
Time Stamp : Tue Nov 12 11:27:21 2019

----------------------------------------------------


